Window,Non-Window,Sec-Non-Window,Sec-Window
1.0,229.0,230.0,456.0
2.0,228.0,231.0,455.0
3.0,227.0,232.0,454.0
4.0,226.0,233.0,453.0
5.0,225.0,234.0,452.0
6.0,224.0,235.0,451.0
7.0,223.0,236.0,450.0
8.0,222.0,237.0,449.0
9.0,221.0,238.0,448.0
10.0,220.0,239.0,447.0
11.0,219.0,240.0,446.0
12.0,218.0,241.0,445.0
13.0,217.0,242.0,444.0
14.0,216.0,243.0,443.0
15.0,215.0,244.0,442.0
16.0,214.0,245.0,441.0
17.0,213.0,246.0,440.0
18.0,212.0,247.0,439.0
19.0,211.0,248.0,438.0
20.0,210.0,249.0,437.0
21.0,209.0,250.0,436.0
22.0,208.0,251.0,435.0
23.0,207.0,252.0,
,206.0,253.0,
,205.0,254.0,
,204.0,255.0,
,203.0,256.0,
,202.0,257.0,
,201.0,258.0,
,200.0,259.0,
,199.0,260.0,
,198.0,261.0,
,197.0,262.0,
,196.0,263.0,
,195.0,264.0,
,194.0,265.0,
,193.0,266.0,
,192.0,267.0,
,191.0,268.0,
,190.0,269.0,
,189.0,270.0,
,188.0,271.0,
,187.0,272.0,
,186.0,273.0,
,185.0,274.0,
,184.0,275.0,
,183.0,276.0,
,182.0,277.0,
,181.0,278.0,
,180.0,279.0,
,179.0,280.0,
,178.0,281.0,
,177.0,282.0,
,176.0,283.0,
,175.0,284.0,
,174.0,285.0,
,173.0,286.0,
,172.0,287.0,
,171.0,288.0,
,170.0,289.0,
,169.0,290.0,
,168.0,291.0,
,167.0,292.0,
,166.0,293.0,
,165.0,294.0,
,164.0,295.0,
,163.0,296.0,
,162.0,297.0,
,161.0,298.0,
,160.0,299.0,
,159.0,300.0,
,158.0,301.0,
,157.0,302.0,
,156.0,303.0,
,155.0,304.0,
,154.0,305.0,
,153.0,306.0,
,152.0,307.0,
,151.0,308.0,
,150.0,309.0,
,149.0,310.0,
,148.0,311.0,
,147.0,312.0,
,146.0,313.0,
,145.0,314.0,
,144.0,315.0,
,143.0,316.0,
,142.0,317.0,
,141.0,318.0,
,140.0,319.0,
,139.0,320.0,
,138.0,321.0,
,137.0,322.0,
,136.0,323.0,
,135.0,324.0,
,134.0,325.0,
,133.0,326.0,
,132.0,327.0,
,131.0,328.0,
,130.0,329.0,
,129.0,330.0,
,128.0,331.0,
,127.0,332.0,
,126.0,333.0,
,125.0,334.0,
,124.0,335.0,
,123.0,336.0,
,122.0,337.0,
,121.0,338.0,
,120.0,339.0,
,119.0,340.0,
,118.0,341.0,
,117.0,342.0,
,116.0,343.0,
,115.0,344.0,
,114.0,345.0,
,113.0,346.0,
,112.0,347.0,
,111.0,348.0,
,110.0,349.0,
,109.0,350.0,
,108.0,351.0,
,107.0,352.0,
,106.0,353.0,
,105.0,354.0,
,104.0,355.0,
,103.0,356.0,
,102.0,357.0,
,101.0,358.0,
,100.0,359.0,
,99.0,360.0,
,98.0,361.0,
,97.0,362.0,
,96.0,363.0,
,95.0,364.0,
,94.0,365.0,
,93.0,366.0,
,92.0,367.0,
,91.0,368.0,
,90.0,369.0,
,89.0,370.0,
,88.0,371.0,
,87.0,372.0,
,86.0,373.0,
,85.0,374.0,
,84.0,375.0,
,83.0,376.0,
,82.0,377.0,
,81.0,378.0,
,80.0,379.0,
,79.0,380.0,
,78.0,381.0,
,77.0,382.0,
,76.0,383.0,
,75.0,384.0,
,74.0,385.0,
,73.0,386.0,
,72.0,387.0,
,71.0,388.0,
,70.0,389.0,
,69.0,390.0,
,68.0,391.0,
,67.0,392.0,
,66.0,393.0,
,65.0,394.0,
,64.0,395.0,
,63.0,396.0,
,62.0,397.0,
,61.0,398.0,
,60.0,399.0,
,59.0,400.0,
,58.0,401.0,
,57.0,402.0,
,56.0,403.0,
,55.0,404.0,
,54.0,405.0,
,53.0,406.0,
,52.0,407.0,
,51.0,408.0,
,50.0,409.0,
,49.0,410.0,
,48.0,411.0,
,47.0,412.0,
,46.0,413.0,
,45.0,414.0,
,44.0,415.0,
,43.0,416.0,
,42.0,417.0,
,41.0,418.0,
,40.0,419.0,
,39.0,420.0,
,38.0,421.0,
,37.0,422.0,
,36.0,423.0,
,35.0,424.0,
,34.0,425.0,
,33.0,426.0,
,32.0,427.0,
,31.0,428.0,
,30.0,429.0,
,29.0,430.0,
,28.0,431.0,
,27.0,432.0,
,26.0,433.0,
,25.0,434.0,
,24.0,,
