Window,Non-Window,Sec-Non-Window,Sec-Window
1,226,227,450
2,225,228,449
3,224,229,448
4,223,230,447
5,222,231,446
6,221,232,445
7,220,233,444
8,219,234,443
9,218,235,442
10,217,236,441
11,216,237,440
12,215,238,439
13,214,239,438
14,213,240,437
15,212,241,436
16,211,242,435
17,210,243,434
18,209,244,433
19,208,245,432
20,207,246,431
21,206,247,430
22,205,248,429
23,204,249,428
24,203,250,427
25,202,251,426
26,201,252,425
27,200,253,424
28,199,254,423
29,198,255,422
30,197,256,421
31,196,257,420
32,195,258,419
33,194,259,418
34,193,260,417
35,192,261,416
36,191,262,415
37,190,263,414
38,189,264,413
39,188,265,412
40,187,266,411
41,186,267,410
42,185,268,409
43,184,269,408
44,183,270,407
45,182,271,406
46,181,272,405
47,180,273,404
48,179,274,403
49,178,275,402
50,177,276,401
51,176,277,400
52,175,278,399
53,174,279,398
54,173,280,397
55,172,281,396
56,171,282,395
57,170,283,394
58,169,284,393
59,168,285,392
60,167,286,391
61,166,287,390
62,165,288,-9223372036854775808
-9223372036854775808,164,289,-9223372036854775808
-9223372036854775808,163,290,-9223372036854775808
-9223372036854775808,162,291,-9223372036854775808
-9223372036854775808,161,292,-9223372036854775808
-9223372036854775808,160,293,-9223372036854775808
-9223372036854775808,159,294,-9223372036854775808
-9223372036854775808,158,295,-9223372036854775808
-9223372036854775808,157,296,-9223372036854775808
-9223372036854775808,156,297,-9223372036854775808
-9223372036854775808,155,298,-9223372036854775808
-9223372036854775808,154,299,-9223372036854775808
-9223372036854775808,153,300,-9223372036854775808
-9223372036854775808,152,301,-9223372036854775808
-9223372036854775808,151,302,-9223372036854775808
-9223372036854775808,150,303,-9223372036854775808
-9223372036854775808,149,304,-9223372036854775808
-9223372036854775808,148,305,-9223372036854775808
-9223372036854775808,147,306,-9223372036854775808
-9223372036854775808,146,307,-9223372036854775808
-9223372036854775808,145,308,-9223372036854775808
-9223372036854775808,144,309,-9223372036854775808
-9223372036854775808,143,310,-9223372036854775808
-9223372036854775808,142,311,-9223372036854775808
-9223372036854775808,141,312,-9223372036854775808
-9223372036854775808,140,313,-9223372036854775808
-9223372036854775808,139,314,-9223372036854775808
-9223372036854775808,138,315,-9223372036854775808
-9223372036854775808,137,316,-9223372036854775808
-9223372036854775808,136,317,-9223372036854775808
-9223372036854775808,135,318,-9223372036854775808
-9223372036854775808,134,319,-9223372036854775808
-9223372036854775808,133,320,-9223372036854775808
-9223372036854775808,132,321,-9223372036854775808
-9223372036854775808,131,322,-9223372036854775808
-9223372036854775808,130,323,-9223372036854775808
-9223372036854775808,129,324,-9223372036854775808
-9223372036854775808,128,325,-9223372036854775808
-9223372036854775808,127,326,-9223372036854775808
-9223372036854775808,126,327,-9223372036854775808
-9223372036854775808,125,328,-9223372036854775808
-9223372036854775808,124,329,-9223372036854775808
-9223372036854775808,123,330,-9223372036854775808
-9223372036854775808,122,331,-9223372036854775808
-9223372036854775808,121,332,-9223372036854775808
-9223372036854775808,120,333,-9223372036854775808
-9223372036854775808,119,334,-9223372036854775808
-9223372036854775808,118,335,-9223372036854775808
-9223372036854775808,117,336,-9223372036854775808
-9223372036854775808,116,337,-9223372036854775808
-9223372036854775808,115,338,-9223372036854775808
-9223372036854775808,114,339,-9223372036854775808
-9223372036854775808,113,340,-9223372036854775808
-9223372036854775808,112,341,-9223372036854775808
-9223372036854775808,111,342,-9223372036854775808
-9223372036854775808,110,343,-9223372036854775808
-9223372036854775808,109,344,-9223372036854775808
-9223372036854775808,108,345,-9223372036854775808
-9223372036854775808,107,346,-9223372036854775808
-9223372036854775808,106,347,-9223372036854775808
-9223372036854775808,105,348,-9223372036854775808
-9223372036854775808,104,349,-9223372036854775808
-9223372036854775808,103,350,-9223372036854775808
-9223372036854775808,102,351,-9223372036854775808
-9223372036854775808,101,352,-9223372036854775808
-9223372036854775808,100,353,-9223372036854775808
-9223372036854775808,99,354,-9223372036854775808
-9223372036854775808,98,355,-9223372036854775808
-9223372036854775808,97,356,-9223372036854775808
-9223372036854775808,96,357,-9223372036854775808
-9223372036854775808,95,358,-9223372036854775808
-9223372036854775808,94,359,-9223372036854775808
-9223372036854775808,93,360,-9223372036854775808
-9223372036854775808,92,361,-9223372036854775808
-9223372036854775808,91,362,-9223372036854775808
-9223372036854775808,90,363,-9223372036854775808
-9223372036854775808,89,364,-9223372036854775808
-9223372036854775808,88,365,-9223372036854775808
-9223372036854775808,87,366,-9223372036854775808
-9223372036854775808,86,367,-9223372036854775808
-9223372036854775808,85,368,-9223372036854775808
-9223372036854775808,84,369,-9223372036854775808
-9223372036854775808,83,370,-9223372036854775808
-9223372036854775808,82,371,-9223372036854775808
-9223372036854775808,81,372,-9223372036854775808
-9223372036854775808,80,373,-9223372036854775808
-9223372036854775808,79,374,-9223372036854775808
-9223372036854775808,78,375,-9223372036854775808
-9223372036854775808,77,376,-9223372036854775808
-9223372036854775808,76,377,-9223372036854775808
-9223372036854775808,75,378,-9223372036854775808
-9223372036854775808,74,379,-9223372036854775808
-9223372036854775808,73,380,-9223372036854775808
-9223372036854775808,72,381,-9223372036854775808
-9223372036854775808,71,382,-9223372036854775808
-9223372036854775808,70,383,-9223372036854775808
-9223372036854775808,69,384,-9223372036854775808
-9223372036854775808,68,385,-9223372036854775808
-9223372036854775808,67,386,-9223372036854775808
-9223372036854775808,66,387,-9223372036854775808
-9223372036854775808,65,388,-9223372036854775808
-9223372036854775808,64,389,-9223372036854775808
-9223372036854775808,63,-9223372036854775808,-9223372036854775808
